date,nvda_close,nvda_volume,tsm_close,smh_etf_close,qqq_close,nvda_return_pct,nvda_volatility_30d,nvda_sma_50,nvda_sma_200,is_trading_day,gfn_reviews_count,gfn_avg_rating,gfn_sentiment_score,gfn_avg_thumbs_up,gfn_one_star_share,gfn_negative_share,gfn_positive_share
2015-01-01,,0,,,,0.0,,,,0,0,,,,,,
2015-01-02,0.503250002861023,113680000,22.280000686645508,27.2450008392334,102.94000244140624,0.0,,,,1,0,,,,,,
2015-01-03,0.503250002861023,0,22.280000686645508,27.2450008392334,102.94000244140624,0.0,,,,0,0,,,,,,
2015-01-04,0.503250002861023,0,22.280000686645508,27.2450008392334,102.94000244140624,0.0,,,,0,0,,,,,,
2015-01-05,0.4947499930858612,197952000,21.739999771118164,26.76000022888184,101.43000030517578,-1.6890232939569594,,,,1,0,,,,,,
2015-01-06,0.4797500073909759,197764000,21.36000061035156,26.1299991607666,100.06999969482422,-3.0318314107145583,,,,1,0,,,,,,
2015-01-07,0.4785000085830688,321808000,21.670000076293945,26.46999931335449,101.36000061035156,-0.2605521185304327,,,,1,0,,,,,,
2015-01-08,0.4964999854564667,283780000,21.809999465942383,27.1299991607666,103.3000030517578,3.761750585271506,,,,1,0,,,,,,
2015-01-09,0.4984999895095825,209540000,21.200000762939453,27.049999237060547,102.62000274658205,0.4028205663041628,,,,1,0,,,,,,
2015-01-10,0.4984999895095825,0,21.200000762939453,27.049999237060547,102.62000274658205,0.0,,,,0,0,,,,,,
2015-01-11,0.4984999895095825,0,21.200000762939453,27.049999237060547,102.62000274658205,0.0,,,,0,0,,,,,,
2015-01-12,0.492249995470047,190732000,20.790000915527344,26.70499992370605,101.5500030517578,-1.253760114555702,,,,1,0,,,,,,
2015-01-13,0.4914999902248382,236720000,21.049999237060547,26.55500030517578,101.5199966430664,-0.152362671835593,,,,1,0,,,,,,
2015-01-14,0.4934999942779541,155260000,21.059999465942383,26.45499992370605,100.95999908447266,0.4069184319212215,,,,1,0,,,,,,
2015-01-15,0.4900000095367431,188932000,22.88999938964844,26.600000381469727,99.6500015258789,-0.7092167744260691,,,,1,0,,,,,,
2015-01-16,0.4990000128746032,181512000,22.600000381469727,26.815000534057617,100.81999969482422,1.8367353393255792,,,,1,0,,,,,,
2015-01-17,0.4990000128746032,0,22.600000381469727,26.815000534057617,100.81999969482422,0.0,,,,0,0,,,,,,
2015-01-18,0.4990000128746032,0,22.600000381469727,26.815000534057617,100.81999969482422,0.0,,,,0,0,,,,,,
2015-01-19,0.4990000128746032,0,22.600000381469727,26.815000534057617,100.81999969482422,0.0,,,,0,0,,,,,,
2015-01-20,0.5005000233650208,140308000,23.09000015258789,27.07999992370605,101.62000274658205,0.3006032969370631,,,,1,0,,,,,,
2015-01-21,0.5074999928474426,144780000,23.209999084472656,27.43000030517578,102.13999938964844,1.398595235892075,,,,1,0,,,,,,
2015-01-22,0.5162500143051147,159712000,23.709999084472656,27.674999237060547,104.02999877929688,1.724142183446764,,,,1,0,,,,,,
2015-01-23,0.5177500247955322,120416000,23.989999771118164,27.55500030517578,104.26000213623048,0.2905589247172324,,,,1,0,,,,,,
2015-01-24,0.5177500247955322,0,23.989999771118164,27.55500030517578,104.26000213623048,0.0,,,,0,0,,,,,,
2015-01-25,0.5177500247955322,0,23.989999771118164,27.55500030517578,104.26000213623048,0.0,,,,0,0,,,,,,
2015-01-26,0.515500009059906,133240000,24.15999984741211,27.559999465942383,104.13999938964844,-0.4345756886278806,,,,1,0,,,,,,
2015-01-27,0.4907500147819519,357948000,24.190000534057617,27.01000022888184,101.44000244140624,-4.801162724146124,,,,1,0,,,,,,
2015-01-28,0.4827499985694885,272728000,23.93000030517578,26.780000686645508,100.91999816894533,-1.6301611760557777,,,,1,0,,,,,,
2015-01-29,0.4945000112056732,235340000,23.290000915527344,26.93000030517578,101.88999938964844,2.433974659969551,,,,1,0,,,,,,
2015-01-30,0.4799999892711639,298200000,22.709999084472656,26.364999771118164,101.0999984741211,-2.932259172078844,,,,1,0,,,,,,
2015-01-31,0.4799999892711639,0,22.709999084472656,26.364999771118164,101.0999984741211,0.0,,,,0,0,,,,,,
2015-02-01,0.4799999892711639,0,22.709999084472656,26.364999771118164,101.0999984741211,0.0,,,,0,0,,,,,,
2015-02-02,0.4905000030994415,259604000,22.940000534057617,26.415000915527344,101.9800033569336,2.1875029297856674,,,,1,0,,,,,,
2015-02-03,0.5027499794960022,183468000,23.14999961853028,26.790000915527344,102.95999908447266,2.4974467521210464,,,,1,0,,,,,,
2015-02-04,0.5040000081062317,181516000,23.57999992370605,26.979999542236328,102.87000274658205,0.2486382220209471,,,,1,0,,,,,,
2015-02-05,0.5122500061988831,140448000,23.65999984741211,27.25,103.76000213623048,1.6369043571349495,,,,1,0,,,,,,
2015-02-06,0.5099999904632568,210524000,23.100000381469727,26.959999084472656,103.12999725341795,-0.4392417195506426,,,,1,0,,,,,,
2015-02-07,0.5099999904632568,0,23.100000381469727,26.959999084472656,103.12999725341795,0.0,,,,0,0,,,,,,
2015-02-08,0.5099999904632568,0,23.100000381469727,26.959999084472656,103.12999725341795,0.0,,,,0,0,,,,,,
2015-02-09,0.5095000267028809,273944000,22.670000076293945,26.604999542236328,102.8000030517578,-0.0980321117107885,,,,1,0,,,,,,
2015-02-10,0.5237500071525574,226204000,23.86000061035156,27.479999542236328,104.4000015258789,2.796855682597732,,,,1,0,,,,,,
2015-02-11,0.5202500224113464,320832000,24.290000915527344,27.63999938964844,104.77999877929688,-0.6682548340646521,,,,1,0,,,,,,
2015-02-12,0.5575000047683716,676904000,24.46999931335449,28.030000686645508,106.0,7.160015521839358,,,,1,0,,,,,,
2015-02-13,0.5577499866485596,310084000,24.84000015258789,28.19499969482422,106.91000366210938,0.0448397987533377,,,,1,0,,,,,,
2015-02-14,0.5577499866485596,0,24.84000015258789,28.19499969482422,106.91000366210938,0.0,,,,0,0,,,,,,
2015-02-15,0.5577499866485596,0,24.84000015258789,28.19499969482422,106.91000366210938,0.0,,,,0,0,,,,,,
2015-02-16,0.5577499866485596,0,24.84000015258789,28.19499969482422,106.91000366210938,0.0,,,,0,0,,,,,,
2015-02-17,0.559499979019165,203340000,24.770000457763672,28.315000534057617,107.01000213623048,0.3137592850734005,2.2506710370867777,,,1,0,,,,,,
2015-02-18,0.5529999732971191,170948000,24.709999084472656,28.21999931335449,107.16000366210938,-1.1617526301682446,2.2359832512201403,,,1,0,,,,,,
2015-02-19,0.5544999837875366,169432000,24.520000457763672,28.23500061035156,107.69000244140624,0.2712496497014438,2.1406840092368875,,,1,0,,,,,,
2015-02-20,0.5584999918937683,157752000,24.440000534057617,28.364999771118164,108.41000366210938,0.721372087138672,2.1360653615150857,,,1,0,,,,,,
2015-02-21,0.5584999918937683,0,24.440000534057617,28.364999771118164,108.41000366210938,0.0,2.1360653615150857,,,0,0,,,,,,
2015-02-22,0.5584999918937683,0,24.440000534057617,28.364999771118164,108.41000366210938,0.0,2.1360653615150857,,,0,0,,,,,,
2015-02-23,0.5540000200271606,125008000,24.21999931335449,28.15999984741211,108.5199966430664,-0.8057246073270519,2.059815433703289,,,1,0,,,,,,
2015-02-24,0.5577499866485596,149356000,25.040000915527344,28.739999771118164,108.5999984741211,0.6768892573713492,2.060499281532977,,,1,0,,,,,,
2015-02-25,0.5534999966621399,123820000,25.040000915527344,28.545000076293945,108.33000183105467,-0.761988361838839,2.04885054461492,,,1,0,,,,,,
2015-02-26,0.5550000071525574,152864000,24.68000030517578,28.64999961853028,108.87999725341795,0.2710046069490879,2.046287522218884,,,1,0,,,,,,
2015-02-27,0.5515000224113464,157492000,24.530000686645508,28.48500061035156,108.4000015258789,-0.6306278731720516,2.055366392385245,,,1,0,,,,,,
2015-02-28,0.5515000224113464,0,24.530000686645508,28.48500061035156,108.4000015258789,0.0,2.055366392385245,,,0,0,,,,,,
2015-03-01,0.5515000224113464,0,24.530000686645508,28.48500061035156,108.4000015258789,0.0,2.055366392385245,,,0,0,,,,,,
2015-03-02,0.5649999976158142,301512000,24.6299991607666,29.23500061035156,109.37999725341795,2.447864851472037,2.07777793867384,,,1,0,,,,,,
2015-03-03,0.5544999837875366,160344000,24.5,28.7549991607666,108.87000274658205,-1.858409534970884,2.104936297261004,,,1,0,,,,,,
2015-03-04,0.5607500076293945,226840000,24.32999992370605,28.709999084472656,108.4499969482422,1.1271459016404028,2.109356148515083,,,1,0,,,,,,
2015-03-05,0.5715000033378601,323056000,24.459999084472656,28.700000762939453,108.63999938964844,1.9170745541158047,2.1199102222346204,,,1,0,,,,,,
2015-03-06,0.5637500286102295,257392000,24.09000015258789,28.34000015258789,107.41000366210938,-1.3560760599066857,2.129049312153727,,,1,0,,,,,,
2015-03-07,0.5637500286102295,0,24.09000015258789,28.34000015258789,107.41000366210938,0.0,2.129049312153727,,,0,0,,,,,,
2015-03-08,0.5637500286102295,0,24.09000015258789,28.34000015258789,107.41000366210938,0.0,2.129049312153727,,,0,0,,,,,,
2015-03-09,0.5652499794960022,222388000,23.450000762939453,28.239999771118164,107.72000122070312,0.2660666624657137,2.129063899521532,,,1,0,,,,,,
2015-03-10,0.574999988079071,527212000,23.049999237060547,27.665000915527344,105.72000122070312,1.7249020675351945,2.1393391328145777,,,1,0,,,,,,
2015-03-11,0.5720000267028809,262120000,23.489999771118164,27.8700008392334,105.11000061035156,-0.5217324240670451,1.9120994297009448,,,1,0,,,,,,
2015-03-12,0.5667499899864197,406972000,23.530000686645508,27.71500015258789,105.8000030517578,-0.9178385439461256,1.8886376670797176,,,1,0,,,,,,
2015-03-13,0.5674999952316284,359288000,23.8799991607666,27.94499969482422,105.33999633789062,0.1323344081976429,1.8560633589063475,,,1,0,,,,,,
2015-03-14,0.5674999952316284,0,23.8799991607666,27.94499969482422,105.33999633789062,0.0,1.8560633589063475,,,0,0,,,,,,
2015-03-15,0.5674999952316284,0,23.8799991607666,27.94499969482422,105.33999633789062,0.0,1.8560633589063475,,,0,0,,,,,,
2015-03-16,0.5742499828338623,236956000,24.280000686645508,28.315000534057617,106.6999969482422,1.189425138140976,1.7442309357907697,0.5268950009346008,,1,0,,,,,,
2015-03-17,0.581250011920929,299900000,24.309999465942383,28.125,106.87000274658205,1.2189863815967872,1.7229304748221208,0.5284550011157989,,1,0,,,,,,
2015-03-18,0.5717499852180481,413844000,24.709999084472656,28.38500022888184,107.91999816894533,-1.6344131626741754,1.729620374097512,0.5299950009584427,,1,0,,,,,,
2015-03-19,0.5805000066757202,310756000,24.65999984741211,28.420000076293945,108.08000183105467,1.5303929486478518,1.740432780067431,0.5320100009441375,,1,0,,,,,,
2015-03-20,0.5867499709129333,462084000,24.770000457763672,28.8700008392334,108.52999877929688,1.0766518803339895,1.7306406314980036,0.5341750001907348,,1,0,,,,,,
2015-03-21,0.5867499709129333,0,24.770000457763672,28.8700008392334,108.52999877929688,0.0,1.7306406314980036,0.5341750001907348,,0,0,,,,,,
2015-03-22,0.5867499709129333,0,24.770000457763672,28.8700008392334,108.52999877929688,0.0,1.7306406314980036,0.5341750001907348,,0,0,,,,,,
2015-03-23,0.5677499771118164,426012000,24.799999237060547,28.614999771118164,108.31999969482422,-3.238175499447326,1.85238479016122,0.5356000000238419,,1,0,,,,,,
2015-03-24,0.5600000023841858,330480000,24.5,28.354999542236328,107.93000030517578,-1.3650330321553272,1.8777979660867048,0.5368300002813339,,1,0,,,,,,
2015-03-25,0.5260000228881836,542552000,23.18000030517578,27.030000686645508,105.45999908447266,-6.071424884151455,2.1541335053070245,0.5375050008296967,,1,0,,,,,,
